image,is_1back
practice/img-01.png,0
practice/img-02.png,0
practice/img-03.png,0
practice/img-03.png,1
practice/img-04.png,0
practice/img-01.png,0
practice/img-02.png,0
practice/img-05.png,0
practice/img-05.png,1
practice/img-06.png,0
practice/img-03.png,0
practice/img-04.png,0
practice/img-04.png,1
practice/img-07.png,0
practice/img-08.png,0
